timestamp,cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,cpu8,cpu9,cpu10,cpu11,cpu12,cpu13,cpu14,cpu15,cpu16,cpu17,cpu18,cpu19
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1718093965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1718093965,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,1
1718093966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1718093966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1718093966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1718093966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1718093966,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1718093966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093966,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1718093966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1718093966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1718093966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1718093966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1718093966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1718093966,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1718093966,0,0,0,0,0,0,1,0,0,82,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,11,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0
1718093966,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,80,0,0,0,4,0,0,4,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,82,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,4,56,0,0,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,82,0,0,0,0,0,0,92,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,80,0,0,0,0,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
1718093966,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
